month,真实净值(价格),对数收益正确累加,误当简单收益复利,偏离%
2021-04-30,3.2750848385111335,3.275084838511121,2.7286876035539733,-16.683452853867276
2021-05-31,3.293053554372902,3.2930535543728925,2.7436175979030346,-16.684695447490128
2021-06-30,3.3662054775305474,3.3662054775305363,2.803897270516732,-16.704512269593398
2021-07-31,3.4427801042970345,3.442780104297025,2.8669658250903867,-16.725270326965035
2021-08-31,3.5425877325965476,3.5425877325965396,2.9488983848740533,-16.758635001746256
2021-09-30,3.3740697787491185,3.3740697787491074,2.805175586454428,-16.860771400691032
2021-10-31,3.6073659075351783,3.6073659075351685,2.992724507515967,-17.03850997580615
2021-11-30,3.57730317996091,3.5773031799609014,2.9676795164234084,-17.041431292501265
2021-12-31,3.7333197939761145,3.7333197939761056,3.094365743155791,-17.11490271611089
2022-01-31,3.537002556509844,3.5370025565098318,2.927213582740094,-17.240275177280694
2022-02-28,3.4260804163237606,3.4260804163237473,2.833944475893738,-17.283188614276423
2022-03-31,3.548642579041018,3.548642579041006,2.9335527676100535,-17.333101255781745
2022-04-30,3.236515646419686,3.236515646419675,2.6634669450450468,-17.705729370057576
2022-05-31,3.236687756892809,3.236687756892799,2.6636085783377488,-17.705729486405918
2022-06-30,2.9650649205485466,2.965064920548535,2.430139073137561,-18.040948908195332
2022-07-31,3.235230937354752,3.2352309373547423,2.6420505653037414,-18.33502409988752
2022-08-31,3.0979273213806433,3.097927321380633,2.5274726774239453,-18.41407446907003
2022-09-30,2.808594317352015,2.8085943173520067,2.2796560877452,-18.83284553909893
2022-10-31,3.032898247618971,3.032898247618961,2.454812470385878,-19.060506816769383
2022-11-30,3.195925303672197,3.195925303672188,2.5833414830345536,-19.16765138201977
2022-12-31,3.007456877481917,3.007456877481907,2.426321272124443,-19.32315670787097
2023-01-31,3.193175934480985,3.1931759344809745,2.571709310259962,-19.46233583656378
2023-02-28,3.1097941472686212,3.1097941472686093,2.503663222131604,-19.491030480888615
2023-03-31,3.218797446913242,3.2187974469132326,2.5899176566151403,-19.53772490099319
2023-04-30,3.2659281788732675,3.265928178873258,2.627565159769436,-19.54614382622658
2023-05-31,3.2740353470928008,3.2740353470927883,2.634079607009112,-19.546390684264946
2023-06-30,3.4859553551169733,3.4859553551169657,2.799286090055533,-19.6981657855569
2023-07-31,3.594504283112549,3.594504283112539,2.885123261297613,-19.735155836305463
2023-08-31,3.5308226431215717,3.530822643121561,2.833551094889754,-19.748132905802517
2023-09-30,3.3588031973153827,3.3588031973153707,2.692026076085189,-19.851628156217483
2023-10-31,3.2849777485062486,3.2849777485062375,2.6321962245725645,-19.871718285778893
2023-11-30,3.577929662083078,3.5779296620830654,2.85705013461278,-20.14795134487356
2023-12-31,3.736178740168548,3.7361787401685334,2.980700508618567,-20.22061266576073
2024-01-31,3.795567944959836,3.795567944959827,3.0277082239071085,-20.230430127653865
2024-02-29,3.9918771506040267,3.9918771506040116,3.180388066090992,-20.3285084660044
2024-03-31,4.115700309387699,4.115700309387684,3.2775407164642476,-20.364932573240402
2024-04-30,3.944425145760838,3.9444251457608237,3.138226299428225,-20.438943991599213
2024-05-31,4.13384113572259,4.133841135722578,3.28542105477763,-20.523770824508414
2024-06-30,4.2771605864339275,4.277160586433916,3.3973959028508123,-20.568895317456782
2024-07-31,4.325583676813248,4.325583676813235,3.435642802047439,-20.573891092113783
2024-08-31,4.42435711240315,4.424357112403136,3.5132123917645957,-20.59383312626982
2024-09-30,4.513715340177784,4.513715340177769,3.5834612948991027,-20.609497391167807
2024-10-31,4.469044258112547,4.469044258112533,3.5478200397932436,-20.61345032882651
2024-11-30,4.725126283669231,4.725126283669215,3.745503557838641,-20.732201998840072
2024-12-31,4.607044730268945,4.607044730268931,3.650713506708757,-20.758019067558752
2025-01-31,4.731510052351225,4.731510052351211,3.74803352066427,-20.785679852846062
2025-02-28,4.664123447575484,4.664123447575474,3.6942699113651036,-20.793907946723245
2025-03-31,4.3957278738361385,4.395727873836123,3.4753224093917794,-20.93863612264797
2025-04-30,4.362210697832431,4.362210697832414,3.448721729196843,-20.940963926604873
2025-05-31,4.630590590395337,4.63059059039532,3.654629203816588,-21.076391175740415
2025-06-30,4.8602995544537935,4.860299554453781,3.8315704721373818,-21.165960467883583
2025-07-31,4.9656055386680125,4.965605538667993,3.9137008702635714,-21.183814546143086
2025-08-31,5.0602819800621495,5.060281980062137,3.987618772296864,-21.197696333754724
2025-09-30,5.239029797964297,5.239029797964284,4.126045445276124,-21.244092811242254
2025-10-31,5.3578869958967905,5.357886995896776,4.2186064753057195,-21.263616075956094
2025-11-30,5.364850203171633,5.364850203171614,4.224085493374028,-21.263682425339645
2025-12-31,5.3620383005085195,5.362038300508499,4.221870924346668,-21.26369324989197
2026-01-31,5.435299609433528,5.435299609433515,4.2791636643257815,-21.270877931018784
2026-02-28,5.388184558649942,5.388184558649927,4.241908694726131,-21.273879011505514
2026-03-31,5.113749819642567,5.113749819642555,4.020160556594646,-21.385271114502025
2026-04-30,5.646773277630735,5.64677327763072,4.418764805393211,-21.74708301291618
2026-05-31,5.937414703722816,5.937414703722794,4.6405405025852176,-21.842405589834346
2026-06-30,5.8742027340896055,5.874202734089583,4.590870674153107,-21.846914688336703
